FOLDER,ELEMENT,ATTRIBUTE,,,,,,,,,
Default,Meas Neutral I,Unom,None,,,,,,,,
Default,Measurement Seq,Unom,None,,,,,,,,
Default,Meas Freq,Unom,None,,,,,,,,
Phase Time-Overcurrent,51A,udeftmin,None,,,,,,,,
Phase Time-Overcurrent,51B,udeftmin,None,,,,,,,,
Phase Time-Overcurrent,51C,udeftmin,None,,,,,,,,
Phase Time-Overcurrent,51P1,udeftmin,None,,,,,,,,
Phase Time-Overcurrent,51P2,udeftmin,None,,,,,,,,
Neutral Ground Time-Overcurrent,51N1,udeftmin,None,,,,,,,,
Neutral Ground Time-Overcurrent,51N2,udeftmin,None,,,,,,,,
Residual Ground Time-Overcurrent,51G1,udeftmin,None,,,,,,,,
Residual Ground Time-Overcurrent,51G2,udeftmin,None,,,,,,,,
Negative-Sequence Time-Overcurrent,51Q,udeftmin,None,,,,,,,,
Phase Time-Overcurrent,51A,udeftmax,None,,,,,,,,
Phase Time-Overcurrent,51B,udeftmax,None,,,,,,,,
Phase Time-Overcurrent,51C,udeftmax,None,,,,,,,,
Phase Time-Overcurrent,51P1,udeftmax,None,,,,,,,,
Phase Time-Overcurrent,51P2,udeftmax,None,,,,,,,,
Neutral Ground Time-Overcurrent,51N1,udeftmax,None,,,,,,,,
Neutral Ground Time-Overcurrent,51N2,udeftmax,None,,,,,,,,
Residual Ground Time-Overcurrent,51G1,udeftmax,None,,,,,,,,
Residual Ground Time-Overcurrent,51G2,udeftmax,None,,,,,,,,
Negative-Sequence Time-Overcurrent,51Q,udeftmax,None,,,,,,,,
Generic SEL351 Relay,Default,typ_id,None,,,,,,,,
Default,MeasU-I,typ_id,None,,,,,,,,
Default,Meas Delta,typ_id,None,,,,,,,,
Default,Meas Neutral I,typ_id,None,,,,,,,,
Default,Measurement Seq,typ_id,None,,,,,,,,
Default,Meas Freq,typ_id,None,,,,,,,,
Default,Reclosing Relay,typ_id,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,typ_id,None,,,,,,,,
Phase Instantaneous Overcurrent,67P1,typ_id,None,,,,,,,,
Phase Instantaneous Overcurrent,67P2,typ_id,None,,,,,,,,
Phase Instantaneous Overcurrent,67P3,typ_id,None,,,,,,,,
Phase Instantaneous Overcurrent,67P4,typ_id,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,typ_id,None,,,,,,,,
Neutral Ground Instantaneous Overcurrent,67N1,typ_id,None,,,,,,,,
Neutral Ground Instantaneous Overcurrent,67N2,typ_id,None,,,,,,,,
Neutral Ground Instantaneous Overcurrent,67N3,typ_id,None,,,,,,,,
Neutral Ground Instantaneous Overcurrent,67N4,typ_id,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,typ_id,None,,,,,,,,
Residual Ground Instantaneous Overcurren,67G1,typ_id,None,,,,,,,,
Residual Ground Instantaneous Overcurren,67G2,typ_id,None,,,,,,,,
Residual Ground Instantaneous Overcurren,67G3,typ_id,None,,,,,,,,
Residual Ground Instantaneous Overcurren,67G4,typ_id,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,typ_id,None,,,,,,,,
Negative-Sequence Instantaneous Overcurr,67Q1,typ_id,None,,,,,,,,
Negative-Sequence Instantaneous Overcurr,67Q2,typ_id,None,,,,,,,,
Negative-Sequence Instantaneous Overcurr,67Q3,typ_id,None,,,,,,,,
Negative-Sequence Instantaneous Overcurr,67Q4,typ_id,None,,,,,,,,
Default,Phase Time-Overcurrent,typ_id,None,,,,,,,,
Phase Time-Overcurrent,51A,typ_id,None,,,,,,,,
Phase Time-Overcurrent,51B,typ_id,None,,,,,,,,
Phase Time-Overcurrent,51C,typ_id,None,,,,,,,,
Phase Time-Overcurrent,51P1,typ_id,None,,,,,,,,
Phase Time-Overcurrent,51P2,typ_id,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,typ_id,None,,,,,,,,
Neutral Ground Time-Overcurrent,51N1,typ_id,None,,,,,,,,
Neutral Ground Time-Overcurrent,51N2,typ_id,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,typ_id,None,,,,,,,,
Residual Ground Time-Overcurrent,51G1,typ_id,None,,,,,,,,
Residual Ground Time-Overcurrent,51G2,typ_id,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,typ_id,None,,,,,,,,
Negative-Sequence Time-Overcurrent,51Q,typ_id,None,,,,,,,,
Default,Sel Dir,typ_id,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,typ_id,None,,,,,,,,
Trip/Comm.-Assisted Trip Logic,TR Other trip conditions,typ_id,None,,,,,,,,
Default,Close/Reclose Logic,typ_id,None,,,,,,,,
Close/Reclose Logic,79RI Recloser initiate,typ_id,None,,,,,,,,
Default,Torque Control Equations,typ_id,None,,,,,,,,
Default,Close Logic,typ_id,None,,,,,,,,
Phase Time-Overcurrent,51A,Tshift,None,,,,,,,,
Phase Time-Overcurrent,51B,Tshift,None,,,,,,,,
Phase Time-Overcurrent,51C,Tshift,None,,,,,,,,
Phase Time-Overcurrent,51P1,Tshift,None,,,,,,,,
Phase Time-Overcurrent,51P2,Tshift,None,,,,,,,,
Neutral Ground Time-Overcurrent,51N1,Tshift,None,,,,,,,,
Neutral Ground Time-Overcurrent,51N2,Tshift,None,,,,,,,,
Residual Ground Time-Overcurrent,51G1,Tshift,None,,,,,,,,
Residual Ground Time-Overcurrent,51G2,Tshift,None,,,,,,,,
Negative-Sequence Time-Overcurrent,51Q,Tshift,None,,,,,,,,
Phase Instantaneous Overcurrent,67P1,Tset,None,,,,,,,,
Phase Instantaneous Overcurrent,67P2,Tset,None,,,,,,,,
Phase Instantaneous Overcurrent,67P3,Tset,None,,,,,,,,
Phase Instantaneous Overcurrent,67P4,Tset,None,,,,,,,,
Neutral Ground Instantaneous Overcurrent,67N1,Tset,None,,,,,,,,
Neutral Ground Instantaneous Overcurrent,67N2,Tset,None,,,,,,,,
Neutral Ground Instantaneous Overcurrent,67N3,Tset,None,,,,,,,,
Neutral Ground Instantaneous Overcurrent,67N4,Tset,None,,,,,,,,
Residual Ground Instantaneous Overcurren,67G1,Tset,None,,,,,,,,
Residual Ground Instantaneous Overcurren,67G2,Tset,None,,,,,,,,
Residual Ground Instantaneous Overcurren,67G3,Tset,None,,,,,,,,
Residual Ground Instantaneous Overcurren,67G4,Tset,None,,,,,,,,
Negative-Sequence Instantaneous Overcurr,67Q1,Tset,None,,,,,,,,
Negative-Sequence Instantaneous Overcurr,67Q2,Tset,None,,,,,,,,
Negative-Sequence Instantaneous Overcurr,67Q3,Tset,None,,,,,,,,
Negative-Sequence Instantaneous Overcurr,67Q4,Tset,None,,,,,,,,
Phase Instantaneous Overcurrent,67P1,Trelblock,None,,,,,,,,
Phase Instantaneous Overcurrent,67P2,Trelblock,None,,,,,,,,
Phase Instantaneous Overcurrent,67P3,Trelblock,None,,,,,,,,
Phase Instantaneous Overcurrent,67P4,Trelblock,None,,,,,,,,
Neutral Ground Instantaneous Overcurrent,67N1,Trelblock,None,,,,,,,,
Neutral Ground Instantaneous Overcurrent,67N2,Trelblock,None,,,,,,,,
Neutral Ground Instantaneous Overcurrent,67N3,Trelblock,None,,,,,,,,
Neutral Ground Instantaneous Overcurrent,67N4,Trelblock,None,,,,,,,,
Residual Ground Instantaneous Overcurren,67G1,Trelblock,None,,,,,,,,
Residual Ground Instantaneous Overcurren,67G2,Trelblock,None,,,,,,,,
Residual Ground Instantaneous Overcurren,67G3,Trelblock,None,,,,,,,,
Residual Ground Instantaneous Overcurren,67G4,Trelblock,None,,,,,,,,
Negative-Sequence Instantaneous Overcurr,67Q1,Trelblock,None,,,,,,,,
Negative-Sequence Instantaneous Overcurr,67Q2,Trelblock,None,,,,,,,,
Negative-Sequence Instantaneous Overcurr,67Q3,Trelblock,None,,,,,,,,
Negative-Sequence Instantaneous Overcurr,67Q4,Trelblock,None,,,,,,,,
Phase Time-Overcurrent,51A,Trelblock,None,,,,,,,,
Phase Time-Overcurrent,51B,Trelblock,None,,,,,,,,
Phase Time-Overcurrent,51C,Trelblock,None,,,,,,,,
Phase Time-Overcurrent,51P1,Trelblock,None,,,,,,,,
Phase Time-Overcurrent,51P2,Trelblock,None,,,,,,,,
Neutral Ground Time-Overcurrent,51N1,Trelblock,None,,,,,,,,
Neutral Ground Time-Overcurrent,51N2,Trelblock,None,,,,,,,,
Residual Ground Time-Overcurrent,51G1,Trelblock,None,,,,,,,,
Residual Ground Time-Overcurrent,51G2,Trelblock,None,,,,,,,,
Negative-Sequence Time-Overcurrent,51Q,Trelblock,None,,,,,,,,
Phase Time-Overcurrent,51A,Tpset,Group 1/Set 1/Phase Time-Ovecurrent/,51ATD,use_setting,None,,,,,
Phase Time-Overcurrent,51B,Tpset,Group 1/Set 1/Phase Time-Ovecurrent/,51BTD,use_setting,None,,,,,
Phase Time-Overcurrent,51C,Tpset,Group 1/Set 1/Phase Time-Ovecurrent/,51CTD,use_setting,None,,,,,
Phase Time-Overcurrent,51P1,Tpset,Group 1/Set 1/Phase Time-Ovecurrent/,51PTD,use_setting,None,,,,,
Phase Time-Overcurrent,51P2,Tpset,None,,,,,,,,
Neutral Ground Time-Overcurrent,51N1,Tpset,Group 1/Set 1/Neutral Ground Time-Ovecurrent/,51NTD,use_setting,None,,,,,
Neutral Ground Time-Overcurrent,51N2,Tpset,None,,,,,,,,
Residual Ground Time-Overcurrent,51G1,Tpset,Group 1/Set 1/Residual Ground Time-Ovecurrent/,51GTD,use_setting,None,,,,,
Residual Ground Time-Overcurrent,51G2,Tpset,None,,,,,,,,
Negative-Sequence Time-Overcurrent,51Q,Tpset,Group 1/Set 1/Negative-Sequence Time-Ovecurrent/,51QTD,use_setting,None,,,,,
Default,Meas Freq,Tfe,None,,,,,,,,
Generic SEL351 Relay,Default,td_fZC,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_fZC,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_fZC,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_fZC,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_fZC,None,,,,,,,,
Default,Phase Time-Overcurrent,td_fZC,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_fZC,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_fZC,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_fZC,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_fZC,None,,,,,,,,
Default,Close/Reclose Logic,td_fZC,None,,,,,,,,
Generic SEL351 Relay,Default,td_fZ,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_fZ,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_fZ,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_fZ,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_fZ,None,,,,,,,,
Default,Phase Time-Overcurrent,td_fZ,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_fZ,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_fZ,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_fZ,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_fZ,None,,,,,,,,
Default,Close/Reclose Logic,td_fZ,None,,,,,,,,
Generic SEL351 Relay,Default,td_fXC,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_fXC,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_fXC,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_fXC,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_fXC,None,,,,,,,,
Default,Phase Time-Overcurrent,td_fXC,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_fXC,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_fXC,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_fXC,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_fXC,None,,,,,,,,
Default,Close/Reclose Logic,td_fXC,None,,,,,,,,
Generic SEL351 Relay,Default,td_fX,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_fX,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_fX,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_fX,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_fX,None,,,,,,,,
Default,Phase Time-Overcurrent,td_fX,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_fX,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_fX,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_fX,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_fX,None,,,,,,,,
Default,Close/Reclose Logic,td_fX,None,,,,,,,,
Generic SEL351 Relay,Default,td_ftrip,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_ftrip,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_ftrip,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_ftrip,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_ftrip,None,,,,,,,,
Default,Phase Time-Overcurrent,td_ftrip,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_ftrip,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_ftrip,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_ftrip,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_ftrip,None,,,,,,,,
Default,Close/Reclose Logic,td_ftrip,None,,,,,,,,
Generic SEL351 Relay,Default,td_ftpbk,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_ftpbk,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_ftpbk,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_ftpbk,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_ftpbk,None,,,,,,,,
Default,Phase Time-Overcurrent,td_ftpbk,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_ftpbk,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_ftpbk,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_ftpbk,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_ftpbk,None,,,,,,,,
Default,Close/Reclose Logic,td_ftpbk,None,,,,,,,,
Generic SEL351 Relay,Default,td_fRC,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_fRC,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_fRC,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_fRC,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_fRC,None,,,,,,,,
Default,Phase Time-Overcurrent,td_fRC,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_fRC,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_fRC,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_fRC,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_fRC,None,,,,,,,,
Default,Close/Reclose Logic,td_fRC,None,,,,,,,,
Generic SEL351 Relay,Default,td_fR,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_fR,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_fR,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_fR,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_fR,None,,,,,,,,
Default,Phase Time-Overcurrent,td_fR,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_fR,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_fR,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_fR,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_fR,None,,,,,,,,
Default,Close/Reclose Logic,td_fR,None,,,,,,,,
Generic SEL351 Relay,Default,td_fpos,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_fpos,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_fpos,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_fpos,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_fpos,None,,,,,,,,
Default,Phase Time-Overcurrent,td_fpos,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_fpos,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_fpos,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_fpos,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_fpos,None,,,,,,,,
Default,Close/Reclose Logic,td_fpos,None,,,,,,,,
Generic SEL351 Relay,Default,td_fphiC,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_fphiC,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_fphiC,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_fphiC,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_fphiC,None,,,,,,,,
Default,Phase Time-Overcurrent,td_fphiC,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_fphiC,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_fphiC,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_fphiC,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_fphiC,None,,,,,,,,
Default,Close/Reclose Logic,td_fphiC,None,,,,,,,,
Generic SEL351 Relay,Default,td_fphi,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_fphi,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_fphi,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_fphi,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_fphi,None,,,,,,,,
Default,Phase Time-Overcurrent,td_fphi,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_fphi,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_fphi,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_fphi,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_fphi,None,,,,,,,,
Default,Close/Reclose Logic,td_fphi,None,,,,,,,,
Generic SEL351 Relay,Default,td_fobj,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_fobj,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_fobj,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_fobj,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_fobj,None,,,,,,,,
Default,Phase Time-Overcurrent,td_fobj,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_fobj,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_fobj,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_fobj,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_fobj,None,,,,,,,,
Default,Close/Reclose Logic,td_fobj,None,,,,,,,,
Generic SEL351 Relay,Default,td_flim,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_flim,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_flim,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_flim,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_flim,None,,,,,,,,
Default,Phase Time-Overcurrent,td_flim,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_flim,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_flim,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_flim,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_flim,None,,,,,,,,
Default,Close/Reclose Logic,td_flim,None,,,,,,,,
Generic SEL351 Relay,Default,td_cnt,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_cnt,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_cnt,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_cnt,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_cnt,None,,,,,,,,
Default,Phase Time-Overcurrent,td_cnt,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_cnt,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_cnt,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_cnt,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_cnt,None,,,,,,,,
Default,Close/Reclose Logic,td_cnt,None,,,,,,,,
Generic SEL351 Relay,Default,td_bZC,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_bZC,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_bZC,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_bZC,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_bZC,None,,,,,,,,
Default,Phase Time-Overcurrent,td_bZC,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_bZC,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_bZC,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_bZC,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_bZC,None,,,,,,,,
Default,Close/Reclose Logic,td_bZC,None,,,,,,,,
Generic SEL351 Relay,Default,td_bZ,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_bZ,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_bZ,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_bZ,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_bZ,None,,,,,,,,
Default,Phase Time-Overcurrent,td_bZ,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_bZ,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_bZ,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_bZ,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_bZ,None,,,,,,,,
Default,Close/Reclose Logic,td_bZ,None,,,,,,,,
Generic SEL351 Relay,Default,td_bXC,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_bXC,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_bXC,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_bXC,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_bXC,None,,,,,,,,
Default,Phase Time-Overcurrent,td_bXC,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_bXC,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_bXC,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_bXC,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_bXC,None,,,,,,,,
Default,Close/Reclose Logic,td_bXC,None,,,,,,,,
Generic SEL351 Relay,Default,td_bX,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_bX,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_bX,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_bX,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_bX,None,,,,,,,,
Default,Phase Time-Overcurrent,td_bX,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_bX,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_bX,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_bX,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_bX,None,,,,,,,,
Default,Close/Reclose Logic,td_bX,None,,,,,,,,
Generic SEL351 Relay,Default,td_btrip,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_btrip,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_btrip,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_btrip,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_btrip,None,,,,,,,,
Default,Phase Time-Overcurrent,td_btrip,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_btrip,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_btrip,None,,,,,,,,
Default,Negative-Sequence Time-Overcurrent,td_btrip,None,,,,,,,,
Default,Trip/Comm.-Assisted Trip Logic,td_btrip,None,,,,,,,,
Default,Close/Reclose Logic,td_btrip,None,,,,,,,,
Generic SEL351 Relay,Default,td_btpbk,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,td_btpbk,None,,,,,,,,
Default,Neutral Ground Instantaneous Overcurrent,td_btpbk,None,,,,,,,,
Default,Residual Ground Instantaneous Overcurren,td_btpbk,None,,,,,,,,
Default,Negative-Sequence Instantaneous Overcurr,td_btpbk,None,,,,,,,,
Default,Phase Time-Overcurrent,td_btpbk,None,,,,,,,,
Default,Neutral Ground Time-Overcurrent,td_btpbk,None,,,,,,,,
Default,Residual Ground Time-Overcurrent,td_btpbk,None,,,,,,,,
