FOLDER,ELEMENT,ATTRIBUTE,,,,,
TJM11_A,default,pOwner,None,,,,
TJM11_A,default,pReference,None,,,,
TJM11_A,default,pdiselm,None,,,,
TJM11_A,default,pelm,None,,,,
TJM11_A,default,phfaultmaxi,None,,,,
TJM11_A,default,phfaultmini,None,,,,
TJM11_A,default,root_id,None,,,,
TJM11_A,default,sernum,None,,,,
TJM11_A,default,sw_settingsGroups,None,,,,
TJM11_A,default,td_bR,None,,,,
TJM11_A,default,td_bRC,None,,,,
TJM11_A,default,td_bX,None,,,,
TJM11_A,default,td_bXC,None,,,,
TJM11_A,default,td_bZ,None,,,,
TJM11_A,default,td_bZC,None,,,,
TJM11_A,default,td_blim,None,,,,
TJM11_A,default,td_bobj,None,,,,
TJM11_A,default,td_bphi,None,,,,
TJM11_A,default,td_bphiC,None,,,,
TJM11_A,default,td_bpos,None,,,,
TJM11_A,default,td_btpbk,None,,,,
TJM11_A,default,td_btrip,None,,,,
TJM11_A,default,td_cnt,None,,,,
TJM11_A,default,td_fR,None,,,,
TJM11_A,default,td_fRC,None,,,,
TJM11_A,default,td_fX,None,,,,
TJM11_A,default,td_fXC,None,,,,
TJM11_A,default,td_fZ,None,,,,
TJM11_A,default,td_fZC,None,,,,
TJM11_A,default,td_flim,None,,,,
TJM11_A,default,td_fobj,None,,,,
TJM11_A,default,td_fphi,None,,,,
TJM11_A,default,td_fphiC,None,,,,
TJM11_A,default,td_fpos,None,,,,
TJM11_A,default,td_ftpbk,None,,,,
TJM11_A,default,td_ftrip,None,,,,
TJM11_A,default,typ_id,None,,,,
TJM11_A,default,vtprim,None,,,,
TJM11_A,default,vtsec,None,,,,
TJM11_A,default,zratio,None,,,,
default,I>>Phase,AttributeType,None,,,,
default,I>>Phase,Ipset,Setting/,I>>,use_setting,/,100
default,I>>Phase,Ipsetr,None,,,,
default,I>>Phase,Trelblock,None,,,,
default,I>>Phase,Tset,None,,,,
default,I>>Phase,cDisplayName,None,,,,
default,I>>Phase,cTset,None,,,,
default,I>>Phase,cUserDefIndex,None,,,,
default,I>>Phase,c_sfansi,None,,,,
default,I>>Phase,c_sfiec,None,,,,
default,I>>Phase,c_type,None,,,,
default,I>>Phase,calcuse,None,,,,
default,I>>Phase,charact,None,,,,
default,I>>Phase,chr_name,None,,,,
default,I>>Phase,ciDist,None,,,,
default,I>>Phase,ciDistAll,None,,,,
default,I>>Phase,ciDistAllRoot,None,,,,
default,I>>Phase,ciDistRoot,None,,,,
default,I>>Phase,ciEarthed,None,,,,
default,I>>Phase,ciEnergized,None,,,,
default,I>>Phase,ciLater,None,,,,
default,I>>Phase,ciOutaged,None,,,,
default,I>>Phase,cpArea,None,,,,
default,I>>Phase,cpBranch,None,,,,
default,I>>Phase,cpFeed,None,,,,
default,I>>Phase,cpGrid,None,,,,
default,I>>Phase,cpHeadFold,None,,,,
default,I>>Phase,cpMeteostat,None,,,,
default,I>>Phase,cpOperator,None,,,,
default,I>>Phase,cpOwner,None,,,,
default,I>>Phase,cpSite,None,,,,
default,I>>Phase,cpSubstat,None,,,,
default,I>>Phase,cpSupplySubstation,None,,,,
default,I>>Phase,cpSupplyTransformer,None,,,,
default,I>>Phase,cpSupplyTrfStation,None,,,,
default,I>>Phase,cpZone,None,,,,
default,I>>Phase,cptotime,None,,,,
default,I>>Phase,dat_src,None,,,,
default,I>>Phase,dataExtUnit,None,,,,
default,I>>Phase,fold_id,None,,,,
default,I>>Phase,for_name,None,,,,
default,I>>Phase,gnrl_modby,None,,,,
default,I>>Phase,gnrl_modif,None,,,,
default,I>>Phase,iSchemeStatus,None,,,,
default,I>>Phase,iacceptblock,None,,,,
default,I>>Phase,idir,None,,,,
default,I>>Phase,loc_name,None,,,,
default,I>>Phase,outserv,Setting/,I>>,use_setting,None,inf
default,I>>Phase,root_id,None,,,,
default,I>>Phase,typ_id,None,,,,
default,Logic,AttributeType,None,,,,
default,Logic,cDisplayName,None,,,,
default,Logic,cUserDefIndex,None,,,,
default,Logic,charact,None,,,,
default,Logic,chr_name,None,,,,
default,Logic,ciDist,None,,,,
default,Logic,ciDistAll,None,,,,
default,Logic,ciDistAllRoot,None,,,,
default,Logic,ciDistRoot,None,,,,
default,Logic,ciEarthed,None,,,,
default,Logic,ciEnergized,None,,,,
default,Logic,ciLater,None,,,,
default,Logic,ciOutaged,None,,,,
default,Logic,cpArea,None,,,,
default,Logic,cpBranch,None,,,,
default,Logic,cpFeed,None,,,,
default,Logic,cpGrid,None,,,,
default,Logic,cpHeadFold,None,,,,
default,Logic,cpMeteostat,None,,,,
default,Logic,cpOperator,None,,,,
default,Logic,cpOwner,None,,,,
default,Logic,cpSite,None,,,,
default,Logic,cpSubstat,None,,,,
default,Logic,cpSupplySubstation,None,,,,
default,Logic,cpSupplyTransformer,None,,,,
default,Logic,cpSupplyTrfStation,None,,,,
default,Logic,cpZone,None,,,,
default,Logic,dat_src,None,,,,
default,Logic,dataExtUnit,None,,,,
default,Logic,fold_id,None,,,,
default,Logic,for_name,None,,,,
default,Logic,gnrl_modby,None,,,,
default,Logic,gnrl_modif,None,,,,
default,Logic,iSchemeStatus,None,,,,
default,Logic,iout,None,,,,
default,Logic,loc_name,None,,,,
default,Logic,outserv,ON,,,,
default,Logic,pSwitch,None,,,,
default,Logic,root_id,None,,,,
default,Logic,typ_id,None,,,,
default,Measure,AttributeType,None,,,,
default,Measure,Inom,None,,,,
default,Measure,Is,None,,,,
default,Measure,Unom,None,,,,
default,Measure,cDisplayName,None,,,,
default,Measure,cUserDefIndex,None,,,,
default,Measure,charact,None,,,,
default,Measure,chr_name,None,,,,
default,Measure,ciDist,None,,,,
default,Measure,ciDistAll,None,,,,
default,Measure,ciDistAllRoot,None,,,,
default,Measure,ciDistRoot,None,,,,
default,Measure,ciEarthed,None,,,,
default,Measure,ciEnergized,None,,,,
default,Measure,ciLater,None,,,,
default,Measure,ciOutaged,None,,,,
default,Measure,cpArea,None,,,,
default,Measure,cpBranch,None,,,,
default,Measure,cpFeed,None,,,,
default,Measure,cpGrid,None,,,,
default,Measure,cpHeadFold,None,,,,
default,Measure,cpMeteostat,None,,,,
default,Measure,cpOperator,None,,,,
default,Measure,cpOwner,None,,,,
default,Measure,cpSite,None,,,,
default,Measure,cpSubstat,None,,,,
default,Measure,cpSupplySubstation,None,,,,
default,Measure,cpSupplyTransformer,None,,,,
default,Measure,cpSupplyTrfStation,None,,,,
default,Measure,cpZone,None,,,,
default,Measure,dat_src,None,,,,
default,Measure,dataExtUnit,None,,,,
default,Measure,fold_id,None,,,,
default,Measure,for_name,None,,,,
default,Measure,gnrl_modby,None,,,,
default,Measure,gnrl_modif,None,,,,
default,Measure,iSchemeStatus,None,,,,
default,Measure,iphase,None,,,,
default,Measure,loc_name,None,,,,
default,Measure,outserv,ON,,,,
default,Measure,root_id,None,,,,
default,Measure,typ_id,None,,,,
default,I>Phase,AttributeType,None,,,,
default,I>Phase,Ipset,Setting/,I>,use_setting,/,100
default,I>Phase,Ipsetr,None,,,,
default,I>Phase,ModFrame,None,,,,
default,I>Phase,ResetT,None,,,,
default,I>Phase,Tadder,None,,,,
default,I>Phase,Tpset,Setting/,T>,use_setting,None,
default,I>Phase,Trelblock,None,,,,
default,I>Phase,Tshift,None,,,,
default,I>Phase,cDisplayName,None,,,,
default,I>Phase,cResetT,None,,,,
default,I>Phase,cTadder,None,,,,
default,I>Phase,cUserDefIndex,None,,,,
default,I>Phase,c_sfansi,None,,,,
default,I>Phase,c_sfiec,None,,,,
default,I>Phase,c_type,None,,,,
default,I>Phase,calcuse,None,,,,
default,I>Phase,charact,None,,,,
default,I>Phase,chr_name,None,,,,
default,I>Phase,ciDist,None,,,,
default,I>Phase,ciDistAll,None,,,,
default,I>Phase,ciDistAllRoot,None,,,,
default,I>Phase,ciDistRoot,None,,,,
default,I>Phase,ciEarthed,None,,,,
default,I>Phase,ciEnergized,None,,,,
default,I>Phase,ciLater,None,,,,
default,I>Phase,ciOutaged,None,,,,
default,I>Phase,cminresptime,None,,,,
default,I>Phase,cpArea,None,,,,
default,I>Phase,cpBranch,None,,,,
default,I>Phase,cpFeed,None,,,,
default,I>Phase,cpGrid,None,,,,
default,I>Phase,cpHeadFold,None,,,,
default,I>Phase,cpMeteostat,None,,,,
default,I>Phase,cpOperator,None,,,,
default,I>Phase,cpOwner,None,,,,
default,I>Phase,cpSite,None,,,,
default,I>Phase,cpSubstat,None,,,,
default,I>Phase,cpSupplySubstation,None,,,,
default,I>Phase,cpSupplyTransformer,None,,,,
default,I>Phase,cpSupplyTrfStation,None,,,,
default,I>Phase,cpZone,None,,,,
default,I>Phase,dat_src,None,,,,
default,I>Phase,dataExtUnit,None,,,,
default,I>Phase,fold_id,None,,,,
default,I>Phase,for_name,None,,,,
default,I>Phase,gnrl_modby,None,,,,
default,I>Phase,gnrl_modif,None,,,,
default,I>Phase,iSchemeStatus,None,,,,
default,I>Phase,iacceptblock,None,,,,
default,I>Phase,idir,None,,,,
default,I>Phase,loc_name,None,,,,
default,I>Phase,minresptime,None,,,,
default,I>Phase,outserv,ON,,,,
default,I>Phase,pcharac,None,,,,
default,I>Phase,resetdis,None,,,,
default,I>Phase,root_id,None,,,,
default,I>Phase,typ_id,None,,,,
default,I>Phase,udeftmax,None,,,,
default,I>Phase,udeftmin,None,,,,
