FOLDER,ELEMENT,ATTRIBUTE,,,,,,,,
RED 615,default,td_fX,None,,,,,,,
RED 615,default,td_fXC,None,,,,,,,
RED 615,default,td_fZ,None,,,,,,,
RED 615,default,td_fZC,None,,,,,,,
RED 615,default,td_flim,None,,,,,,,
RED 615,default,td_fobj,None,,,,,,,
RED 615,default,td_fphi,None,,,,,,,
RED 615,default,td_fphiC,None,,,,,,,
RED 615,default,td_fpos,None,,,,,,,
RED 615,default,td_ftpbk,None,,,,,,,
RED 615,default,td_ftrip,None,,,,,,,
RED 615,default,typ_id,None,,,,,,,
RED 615,default,vtprim,None,,,,,,,
RED 615,default,vtsec,None,,,,,,,
RED 615,default,zratio,None,,,,,,,
default,Measure Ph,AttributeType,None,,,,,,,
default,Measure Ph,Inom,None,,,,,,,
default,Measure Ph,Is,None,,,,,,,
default,Measure Ph,Unom,None,,,,,,,
default,Measure Ph,cDisplayName,None,,,,,,,
default,Measure Ph,cUserDefIndex,None,,,,,,,
default,Measure Ph,charact,None,,,,,,,
default,Measure Ph,chr_name,None,,,,,,,
default,Measure Ph,ciDist,None,,,,,,,
default,Measure Ph,ciDistAll,None,,,,,,,
default,Measure Ph,ciDistAllRoot,None,,,,,,,
default,Measure Ph,ciDistRoot,None,,,,,,,
default,Measure Ph,ciEarthed,None,,,,,,,
default,Measure Ph,ciEnergized,None,,,,,,,
default,Measure Ph,ciLater,None,,,,,,,
default,Measure Ph,ciOutaged,None,,,,,,,
default,Measure Ph,cpArea,None,,,,,,,
default,Measure Ph,cpBranch,None,,,,,,,
default,Measure Ph,cpFeed,None,,,,,,,
default,Measure Ph,cpGrid,None,,,,,,,
default,Measure Ph,cpHeadFold,None,,,,,,,
default,Measure Ph,cpMeteostat,None,,,,,,,
default,Measure Ph,cpOperator,None,,,,,,,
default,Measure Ph,cpOwner,None,,,,,,,
default,Measure Ph,cpSite,None,,,,,,,
default,Measure Ph,cpSubstat,None,,,,,,,
default,Measure Ph,cpSupplySubstation,None,,,,,,,
default,Measure Ph,cpSupplyTransformer,None,,,,,,,
default,Measure Ph,cpSupplyTrfStation,None,,,,,,,
default,Measure Ph,cpZone,None,,,,,,,
default,Measure Ph,dat_src,None,,,,,,,
default,Measure Ph,dataExtUnit,None,,,,,,,
default,Measure Ph,fold_id,None,,,,,,,
default,Measure Ph,for_name,None,,,,,,,
default,Measure Ph,gnrl_modby,None,,,,,,,
default,Measure Ph,gnrl_modif,None,,,,,,,
default,Measure Ph,iSchemeStatus,None,,,,,,,
default,Measure Ph,iphase,None,,,,,,,
default,Measure Ph,loc_name,None,,,,,,,
default,Measure Ph,outserv,ON,,,,,,,
default,Measure Ph,root_id,None,,,,,,,
default,Measure Ph,typ_id,None,,,,,,,
default,Measure Seq,AttributeType,None,,,,,,,
default,Measure Seq,Inom,None,,,,,,,
default,Measure Seq,Is,None,,,,,,,
default,Measure Seq,Unom,None,,,,,,,
default,Measure Seq,cDisplayName,None,,,,,,,
default,Measure Seq,cUserDefIndex,None,,,,,,,
default,Measure Seq,charact,None,,,,,,,
default,Measure Seq,chr_name,None,,,,,,,
default,Measure Seq,ciDist,None,,,,,,,
default,Measure Seq,ciDistAll,None,,,,,,,
default,Measure Seq,ciDistAllRoot,None,,,,,,,
default,Measure Seq,ciDistRoot,None,,,,,,,
default,Measure Seq,ciEarthed,None,,,,,,,
default,Measure Seq,ciEnergized,None,,,,,,,
default,Measure Seq,ciLater,None,,,,,,,
default,Measure Seq,ciOutaged,None,,,,,,,
default,Measure Seq,cpArea,None,,,,,,,
default,Measure Seq,cpBranch,None,,,,,,,
default,Measure Seq,cpFeed,None,,,,,,,
default,Measure Seq,cpGrid,None,,,,,,,
default,Measure Seq,cpHeadFold,None,,,,,,,
default,Measure Seq,cpMeteostat,None,,,,,,,
default,Measure Seq,cpOperator,None,,,,,,,
default,Measure Seq,cpOwner,None,,,,,,,
default,Measure Seq,cpSite,None,,,,,,,
default,Measure Seq,cpSubstat,None,,,,,,,
default,Measure Seq,cpSupplySubstation,None,,,,,,,
default,Measure Seq,cpSupplyTransformer,None,,,,,,,
default,Measure Seq,cpSupplyTrfStation,None,,,,,,,
default,Measure Seq,cpZone,None,,,,,,,
default,Measure Seq,dat_src,None,,,,,,,
default,Measure Seq,dataExtUnit,None,,,,,,,
default,Measure Seq,fold_id,None,,,,,,,
default,Measure Seq,for_name,None,,,,,,,
default,Measure Seq,gnrl_modby,None,,,,,,,
default,Measure Seq,gnrl_modif,None,,,,,,,
default,Measure Seq,iSchemeStatus,None,,,,,,,
default,Measure Seq,iphase,None,,,,,,,
default,Measure Seq,loc_name,None,,,,,,,
default,Measure Seq,outserv,ON,,,,,,,
default,Measure Seq,root_id,None,,,,,,,
default,Measure Seq,typ_id,None,,,,,,,
default,Measure Ph (2nd harm),AttributeType,None,,,,,,,
default,Measure Ph (2nd harm),Inom,None,,,,,,,
default,Measure Ph (2nd harm),Is,None,,,,,,,
default,Measure Ph (2nd harm),Unom,None,,,,,,,
default,Measure Ph (2nd harm),cDisplayName,None,,,,,,,
default,Measure Ph (2nd harm),cUserDefIndex,None,,,,,,,
default,Measure Ph (2nd harm),charact,None,,,,,,,
default,Measure Ph (2nd harm),chr_name,None,,,,,,,
default,Measure Ph (2nd harm),ciDist,None,,,,,,,
default,Measure Ph (2nd harm),ciDistAll,None,,,,,,,
default,Measure Ph (2nd harm),ciDistAllRoot,None,,,,,,,
default,Measure Ph (2nd harm),ciDistRoot,None,,,,,,,
default,Measure Ph (2nd harm),ciEarthed,None,,,,,,,
default,Measure Ph (2nd harm),ciEnergized,None,,,,,,,
default,Measure Ph (2nd harm),ciLater,None,,,,,,,
default,Measure Ph (2nd harm),ciOutaged,None,,,,,,,
default,Measure Ph (2nd harm),cpArea,None,,,,,,,
default,Measure Ph (2nd harm),cpBranch,None,,,,,,,
default,Measure Ph (2nd harm),cpFeed,None,,,,,,,
default,Measure Ph (2nd harm),cpGrid,None,,,,,,,
default,Measure Ph (2nd harm),cpHeadFold,None,,,,,,,
default,Measure Ph (2nd harm),cpMeteostat,None,,,,,,,
default,Measure Ph (2nd harm),cpOperator,None,,,,,,,
default,Measure Ph (2nd harm),cpOwner,None,,,,,,,
default,Measure Ph (2nd harm),cpSite,None,,,,,,,
default,Measure Ph (2nd harm),cpSubstat,None,,,,,,,
default,Measure Ph (2nd harm),cpSupplySubstation,None,,,,,,,
default,Measure Ph (2nd harm),cpSupplyTransformer,None,,,,,,,
default,Measure Ph (2nd harm),cpSupplyTrfStation,None,,,,,,,
default,Measure Ph (2nd harm),cpZone,None,,,,,,,
default,Measure Ph (2nd harm),dat_src,None,,,,,,,
default,Measure Ph (2nd harm),dataExtUnit,None,,,,,,,
default,Measure Ph (2nd harm),fold_id,None,,,,,,,
default,Measure Ph (2nd harm),for_name,None,,,,,,,
default,Measure Ph (2nd harm),gnrl_modby,None,,,,,,,
default,Measure Ph (2nd harm),gnrl_modif,None,,,,,,,
default,Measure Ph (2nd harm),iSchemeStatus,None,,,,,,,
default,Measure Ph (2nd harm),iphase,None,,,,,,,
default,Measure Ph (2nd harm),loc_name,None,,,,,,,
default,Measure Ph (2nd harm),outserv,ON,,,,,,,
default,Measure Ph (2nd harm),root_id,None,,,,,,,
default,Measure Ph (2nd harm),typ_id,None,,,,,,,
default,Measure Ph (5th harm),AttributeType,None,,,,,,,
default,Measure Ph (5th harm),Inom,None,,,,,,,
default,Measure Ph (5th harm),Is,None,,,,,,,
default,Measure Ph (5th harm),Unom,None,,,,,,,
default,Measure Ph (5th harm),cDisplayName,None,,,,,,,
default,Measure Ph (5th harm),cUserDefIndex,None,,,,,,,
default,Measure Ph (5th harm),charact,None,,,,,,,
default,Measure Ph (5th harm),chr_name,None,,,,,,,
default,Measure Ph (5th harm),ciDist,None,,,,,,,
default,Measure Ph (5th harm),ciDistAll,None,,,,,,,
default,Measure Ph (5th harm),ciDistAllRoot,None,,,,,,,
default,Measure Ph (5th harm),ciDistRoot,None,,,,,,,
default,Measure Ph (5th harm),ciEarthed,None,,,,,,,
default,Measure Ph (5th harm),ciEnergized,None,,,,,,,
default,Measure Ph (5th harm),ciLater,None,,,,,,,
default,Measure Ph (5th harm),ciOutaged,None,,,,,,,
default,Measure Ph (5th harm),cpArea,None,,,,,,,
default,Measure Ph (5th harm),cpBranch,None,,,,,,,
default,Measure Ph (5th harm),cpFeed,None,,,,,,,
default,Measure Ph (5th harm),cpGrid,None,,,,,,,
default,Measure Ph (5th harm),cpHeadFold,None,,,,,,,
default,Measure Ph (5th harm),cpMeteostat,None,,,,,,,
default,Measure Ph (5th harm),cpOperator,None,,,,,,,
default,Measure Ph (5th harm),cpOwner,None,,,,,,,
default,Measure Ph (5th harm),cpSite,None,,,,,,,
default,Measure Ph (5th harm),cpSubstat,None,,,,,,,
default,Measure Ph (5th harm),cpSupplySubstation,None,,,,,,,
default,Measure Ph (5th harm),cpSupplyTransformer,None,,,,,,,
default,Measure Ph (5th harm),cpSupplyTrfStation,None,,,,,,,
default,Measure Ph (5th harm),cpZone,None,,,,,,,
default,Measure Ph (5th harm),dat_src,None,,,,,,,
default,Measure Ph (5th harm),dataExtUnit,None,,,,,,,
default,Measure Ph (5th harm),fold_id,None,,,,,,,
default,Measure Ph (5th harm),for_name,None,,,,,,,
default,Measure Ph (5th harm),gnrl_modby,None,,,,,,,
default,Measure Ph (5th harm),gnrl_modif,None,,,,,,,
default,Measure Ph (5th harm),iSchemeStatus,None,,,,,,,
default,Measure Ph (5th harm),iphase,None,,,,,,,
default,Measure Ph (5th harm),loc_name,None,,,,,,,
default,Measure Ph (5th harm),outserv,ON,,,,,,,
default,Measure Ph (5th harm),root_id,None,,,,,,,
default,Measure Ph (5th harm),typ_id,None,,,,,,,
default,Measure Ph(remote),AttributeType,None,,,,,,,
default,Measure Ph(remote),Inom,None,,,,,,,
default,Measure Ph(remote),Is,None,,,,,,,
default,Measure Ph(remote),Unom,None,,,,,,,
default,Measure Ph(remote),cDisplayName,None,,,,,,,
default,Measure Ph(remote),cUserDefIndex,None,,,,,,,
default,Measure Ph(remote),charact,None,,,,,,,
default,Measure Ph(remote),chr_name,None,,,,,,,
default,Measure Ph(remote),ciDist,None,,,,,,,
default,Measure Ph(remote),ciDistAll,None,,,,,,,
default,Measure Ph(remote),ciDistAllRoot,None,,,,,,,
default,Measure Ph(remote),ciDistRoot,None,,,,,,,
default,Measure Ph(remote),ciEarthed,None,,,,,,,
default,Measure Ph(remote),ciEnergized,None,,,,,,,
default,Measure Ph(remote),ciLater,None,,,,,,,
default,Measure Ph(remote),ciOutaged,None,,,,,,,
default,Measure Ph(remote),cpArea,None,,,,,,,
default,Measure Ph(remote),cpBranch,None,,,,,,,
default,Measure Ph(remote),cpFeed,None,,,,,,,
default,Measure Ph(remote),cpGrid,None,,,,,,,
default,Measure Ph(remote),cpHeadFold,None,,,,,,,
default,Measure Ph(remote),cpMeteostat,None,,,,,,,
default,Measure Ph(remote),cpOperator,None,,,,,,,
default,Measure Ph(remote),cpOwner,None,,,,,,,
default,Measure Ph(remote),cpSite,None,,,,,,,
default,Measure Ph(remote),cpSubstat,None,,,,,,,
default,Measure Ph(remote),cpSupplySubstation,None,,,,,,,
default,Measure Ph(remote),cpSupplyTransformer,None,,,,,,,
default,Measure Ph(remote),cpSupplyTrfStation,None,,,,,,,
default,Measure Ph(remote),cpZone,None,,,,,,,
default,Measure Ph(remote),dat_src,None,,,,,,,
default,Measure Ph(remote),dataExtUnit,None,,,,,,,
default,Measure Ph(remote),fold_id,None,,,,,,,
default,Measure Ph(remote),for_name,None,,,,,,,
default,Measure Ph(remote),gnrl_modby,None,,,,,,,
default,Measure Ph(remote),gnrl_modif,None,,,,,,,
default,Measure Ph(remote),iSchemeStatus,None,,,,,,,
default,Measure Ph(remote),iphase,None,,,,,,,
default,Measure Ph(remote),loc_name,None,,,,,,,
default,Measure Ph(remote),outserv,ON,,,,,,,
default,Measure Ph(remote),root_id,None,,,,,,,
default,Measure Ph(remote),typ_id,None,,,,,,,
default,Measure Ph (remote 2nd harm),AttributeType,None,,,,,,,
default,Measure Ph (remote 2nd harm),Inom,None,,,,,,,
default,Measure Ph (remote 2nd harm),Is,None,,,,,,,
default,Measure Ph (remote 2nd harm),Unom,None,,,,,,,
default,Measure Ph (remote 2nd harm),cDisplayName,None,,,,,,,
default,Measure Ph (remote 2nd harm),cUserDefIndex,None,,,,,,,
default,Measure Ph (remote 2nd harm),charact,None,,,,,,,
default,Measure Ph (remote 2nd harm),chr_name,None,,,,,,,
default,Measure Ph (remote 2nd harm),ciDist,None,,,,,,,
default,Measure Ph (remote 2nd harm),ciDistAll,None,,,,,,,
default,Measure Ph (remote 2nd harm),ciDistAllRoot,None,,,,,,,
default,Measure Ph (remote 2nd harm),ciDistRoot,None,,,,,,,
default,Measure Ph (remote 2nd harm),ciEarthed,None,,,,,,,
default,Measure Ph (remote 2nd harm),ciEnergized,None,,,,,,,
default,Measure Ph (remote 2nd harm),ciLater,None,,,,,,,
default,Measure Ph (remote 2nd harm),ciOutaged,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpArea,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpBranch,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpFeed,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpGrid,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpHeadFold,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpMeteostat,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpOperator,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpOwner,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpSite,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpSubstat,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpSupplySubstation,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpSupplyTransformer,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpSupplyTrfStation,None,,,,,,,
default,Measure Ph (remote 2nd harm),cpZone,None,,,,,,,
default,Measure Ph (remote 2nd harm),dat_src,None,,,,,,,
default,Measure Ph (remote 2nd harm),dataExtUnit,None,,,,,,,
default,Measure Ph (remote 2nd harm),fold_id,None,,,,,,,
default,Measure Ph (remote 2nd harm),for_name,None,,,,,,,
default,Measure Ph (remote 2nd harm),gnrl_modby,None,,,,,,,
default,Measure Ph (remote 2nd harm),gnrl_modif,None,,,,,,,
default,Measure Ph (remote 2nd harm),iSchemeStatus,None,,,,,,,
default,Measure Ph (remote 2nd harm),iphase,None,,,,,,,
default,Measure Ph (remote 2nd harm),loc_name,None,,,,,,,
default,Measure Ph (remote 2nd harm),outserv,ON,,,,,,,
default,Measure Ph (remote 2nd harm),root_id,None,,,,,,,
default,Measure Ph (remote 2nd harm),typ_id,None,,,,,,,
default,Measure Ph (remote 5th harm),AttributeType,None,,,,,,,
default,Measure Ph (remote 5th harm),Inom,None,,,,,,,
default,Measure Ph (remote 5th harm),Is,None,,,,,,,
default,Measure Ph (remote 5th harm),Unom,None,,,,,,,
default,Measure Ph (remote 5th harm),cDisplayName,None,,,,,,,
default,Measure Ph (remote 5th harm),cUserDefIndex,None,,,,,,,
default,Measure Ph (remote 5th harm),charact,None,,,,,,,
default,Measure Ph (remote 5th harm),chr_name,None,,,,,,,
default,Measure Ph (remote 5th harm),ciDist,None,,,,,,,
default,Measure Ph (remote 5th harm),ciDistAll,None,,,,,,,
default,Measure Ph (remote 5th harm),ciDistAllRoot,None,,,,,,,
default,Measure Ph (remote 5th harm),ciDistRoot,None,,,,,,,
default,Measure Ph (remote 5th harm),ciEarthed,None,,,,,,,
default,Measure Ph (remote 5th harm),ciEnergized,None,,,,,,,
default,Measure Ph (remote 5th harm),ciLater,None,,,,,,,
default,Measure Ph (remote 5th harm),ciOutaged,None,,,,,,,
default,Measure Ph (remote 5th harm),cpArea,None,,,,,,,
default,Measure Ph (remote 5th harm),cpBranch,None,,,,,,,
default,Measure Ph (remote 5th harm),cpFeed,None,,,,,,,
default,Measure Ph (remote 5th harm),cpGrid,None,,,,,,,
default,Measure Ph (remote 5th harm),cpHeadFold,None,,,,,,,
default,Measure Ph (remote 5th harm),cpMeteostat,None,,,,,,,
default,Measure Ph (remote 5th harm),cpOperator,None,,,,,,,
default,Measure Ph (remote 5th harm),cpOwner,None,,,,,,,
default,Measure Ph (remote 5th harm),cpSite,None,,,,,,,
default,Measure Ph (remote 5th harm),cpSubstat,None,,,,,,,
default,Measure Ph (remote 5th harm),cpSupplySubstation,None,,,,,,,
default,Measure Ph (remote 5th harm),cpSupplyTransformer,None,,,,,,,
default,Measure Ph (remote 5th harm),cpSupplyTrfStation,None,,,,,,,
default,Measure Ph (remote 5th harm),cpZone,None,,,,,,,
default,Measure Ph (remote 5th harm),dat_src,None,,,,,,,
default,Measure Ph (remote 5th harm),dataExtUnit,None,,,,,,,
default,Measure Ph (remote 5th harm),fold_id,None,,,,,,,
default,Measure Ph (remote 5th harm),for_name,None,,,,,,,
default,Measure Ph (remote 5th harm),gnrl_modby,None,,,,,,,
default,Measure Ph (remote 5th harm),gnrl_modif,None,,,,,,,
default,Measure Ph (remote 5th harm),iSchemeStatus,None,,,,,,,
default,Measure Ph (remote 5th harm),iphase,None,,,,,,,
default,Measure Ph (remote 5th harm),loc_name,None,,,,,,,
default,Measure Ph (remote 5th harm),outserv,ON,,,,,,,
default,Measure Ph (remote 5th harm),root_id,None,,,,,,,
default,Measure Ph (remote 5th harm),typ_id,None,,,,,,,
default,Diff RMS Measure 87L,AttributeType,None,,,,,,,
default,Diff RMS Measure 87L,Inom,None,,,,,,,
default,Diff RMS Measure 87L,Is,None,,,,,,,
default,Diff RMS Measure 87L,Unom,None,,,,,,,
default,Diff RMS Measure 87L,cDisplayName,None,,,,,,,
default,Diff RMS Measure 87L,cUserDefIndex,None,,,,,,,
default,Diff RMS Measure 87L,charact,None,,,,,,,
default,Diff RMS Measure 87L,chr_name,None,,,,,,,
default,Diff RMS Measure 87L,ciDist,None,,,,,,,
default,Diff RMS Measure 87L,ciDistAll,None,,,,,,,
default,Diff RMS Measure 87L,ciDistAllRoot,None,,,,,,,
default,Diff RMS Measure 87L,ciDistRoot,None,,,,,,,
default,Diff RMS Measure 87L,ciEarthed,None,,,,,,,
default,Diff RMS Measure 87L,ciEnergized,None,,,,,,,
default,Diff RMS Measure 87L,ciLater,None,,,,,,,
default,Diff RMS Measure 87L,ciOutaged,None,,,,,,,
default,Diff RMS Measure 87L,cpArea,None,,,,,,,
default,Diff RMS Measure 87L,cpBranch,None,,,,,,,
default,Diff RMS Measure 87L,cpFeed,None,,,,,,,
default,Diff RMS Measure 87L,cpGrid,None,,,,,,,
default,Diff RMS Measure 87L,cpHeadFold,None,,,,,,,
default,Diff RMS Measure 87L,cpMeteostat,None,,,,,,,
default,Diff RMS Measure 87L,cpOperator,None,,,,,,,
default,Diff RMS Measure 87L,cpOwner,None,,,,,,,
default,Diff RMS Measure 87L,cpSite,None,,,,,,,
default,Diff RMS Measure 87L,cpSubstat,None,,,,,,,
default,Diff RMS Measure 87L,cpSupplySubstation,None,,,,,,,
default,Diff RMS Measure 87L,cpSupplyTransformer,None,,,,,,,
default,Diff RMS Measure 87L,cpSupplyTrfStation,None,,,,,,,
default,Diff RMS Measure 87L,cpZone,None,,,,,,,
default,Diff RMS Measure 87L,dat_src,None,,,,,,,
default,Diff RMS Measure 87L,dataExtUnit,None,,,,,,,
default,Diff RMS Measure 87L,fold_id,None,,,,,,,
default,Diff RMS Measure 87L,for_name,None,,,,,,,
default,Diff RMS Measure 87L,gnrl_modby,None,,,,,,,
default,Diff RMS Measure 87L,gnrl_modif,None,,,,,,,
default,Diff RMS Measure 87L,iSchemeStatus,None,,,,,,,
default,Diff RMS Measure 87L,iphase,None,,,,,,,
default,Diff RMS Measure 87L,loc_name,None,,,,,,,
default,Diff RMS Measure 87L,outserv,ON,,,,,,,
default,Diff RMS Measure 87L,root_id,None,,,,,,,
default,Diff RMS Measure 87L,typ_id,None,,,,,,,
default,Diff RMS Measure 87NL,AttributeType,None,,,,,,,
default,Diff RMS Measure 87NL,Inom,None,,,,,,,
default,Diff RMS Measure 87NL,Is,None,,,,,,,
default,Diff RMS Measure 87NL,Unom,None,,,,,,,
default,Diff RMS Measure 87NL,cDisplayName,None,,,,,,,
default,Diff RMS Measure 87NL,cUserDefIndex,None,,,,,,,
default,Diff RMS Measure 87NL,charact,None,,,,,,,
default,Diff RMS Measure 87NL,chr_name,None,,,,,,,
default,Diff RMS Measure 87NL,ciDist,None,,,,,,,
default,Diff RMS Measure 87NL,ciDistAll,None,,,,,,,
default,Diff RMS Measure 87NL,ciDistAllRoot,None,,,,,,,
default,Diff RMS Measure 87NL,ciDistRoot,None,,,,,,,
default,Diff RMS Measure 87NL,ciEarthed,None,,,,,,,
default,Diff RMS Measure 87NL,ciEnergized,None,,,,,,,
default,Diff RMS Measure 87NL,ciLater,None,,,,,,,
default,Diff RMS Measure 87NL,ciOutaged,None,,,,,,,
default,Diff RMS Measure 87NL,cpArea,None,,,,,,,
default,Diff RMS Measure 87NL,cpBranch,None,,,,,,,
default,Diff RMS Measure 87NL,cpFeed,None,,,,,,,
default,Diff RMS Measure 87NL,cpGrid,None,,,,,,,
default,Diff RMS Measure 87NL,cpHeadFold,None,,,,,,,
default,Diff RMS Measure 87NL,cpMeteostat,None,,,,,,,
default,Diff RMS Measure 87NL,cpOperator,None,,,,,,,
default,Diff RMS Measure 87NL,cpOwner,None,,,,,,,
default,Diff RMS Measure 87NL,cpSite,None,,,,,,,
default,Diff RMS Measure 87NL,cpSubstat,None,,,,,,,
default,Diff RMS Measure 87NL,cpSupplySubstation,None,,,,,,,
default,Diff RMS Measure 87NL,cpSupplyTransformer,None,,,,,,,
default,Diff RMS Measure 87NL,cpSupplyTrfStation,None,,,,,,,
default,Diff RMS Measure 87NL,cpZone,None,,,,,,,
default,Diff RMS Measure 87NL,dat_src,None,,,,,,,
default,Diff RMS Measure 87NL,dataExtUnit,None,,,,,,,
default,Diff RMS Measure 87NL,fold_id,None,,,,,,,
default,Diff RMS Measure 87NL,for_name,None,,,,,,,
default,Diff RMS Measure 87NL,gnrl_modby,None,,,,,,,
default,Diff RMS Measure 87NL,gnrl_modif,None,,,,,,,
default,Diff RMS Measure 87NL,iSchemeStatus,None,,,,,,,
default,Diff RMS Measure 87NL,iphase,None,,,,,,,
default,Diff RMS Measure 87NL,loc_name,None,,,,,,,
default,Diff RMS Measure 87NL,outserv,ON,,,,,,,
default,Diff RMS Measure 87NL,root_id,None,,,,,,,
default,Diff RMS Measure 87NL,typ_id,None,,,,,,,
default,Diff RMS Measure 87T,AttributeType,None,,,,,,,
default,Diff RMS Measure 87T,Inom,None,,,,,,,
default,Diff RMS Measure 87T,Is,None,,,,,,,
default,Diff RMS Measure 87T,Unom,None,,,,,,,
default,Diff RMS Measure 87T,cDisplayName,None,,,,,,,
default,Diff RMS Measure 87T,cUserDefIndex,None,,,,,,,
default,Diff RMS Measure 87T,charact,None,,,,,,,
default,Diff RMS Measure 87T,chr_name,None,,,,,,,
default,Diff RMS Measure 87T,ciDist,None,,,,,,,
default,Diff RMS Measure 87T,ciDistAll,None,,,,,,,
default,Diff RMS Measure 87T,ciDistAllRoot,None,,,,,,,
default,Diff RMS Measure 87T,ciDistRoot,None,,,,,,,
default,Diff RMS Measure 87T,ciEarthed,None,,,,,,,
default,Diff RMS Measure 87T,ciEnergized,None,,,,,,,
default,Diff RMS Measure 87T,ciLater,None,,,,,,,
default,Diff RMS Measure 87T,ciOutaged,None,,,,,,,
default,Diff RMS Measure 87T,cpArea,None,,,,,,,
default,Diff RMS Measure 87T,cpBranch,None,,,,,,,
