FOLDER,ELEMENT,ATTRIBUTE,,,,,,,,
default,Measure Ph,ciDistAllRoot,None,,,,,,,
default,Measure Ph,ciDistRoot,None,,,,,,,
default,Measure Ph,ciEarthed,None,,,,,,,
default,Measure Ph,ciEnergized,None,,,,,,,
default,Measure Ph,ciLater,None,,,,,,,
default,Measure Ph,ciOutaged,None,,,,,,,
default,Measure Ph,cpArea,None,,,,,,,
default,Measure Ph,cpBranch,None,,,,,,,
default,Measure Ph,cpFeed,None,,,,,,,
default,Measure Ph,cpGrid,None,,,,,,,
default,Measure Ph,cpHeadFold,None,,,,,,,
default,Measure Ph,cpMeteostat,None,,,,,,,
default,Measure Ph,cpOperator,None,,,,,,,
default,Measure Ph,cpOwner,None,,,,,,,
default,Measure Ph,cpSite,None,,,,,,,
default,Measure Ph,cpSubstat,None,,,,,,,
default,Measure Ph,cpSupplySubstation,None,,,,,,,
default,Measure Ph,cpSupplyTransformer,None,,,,,,,
default,Measure Ph,cpSupplyTrfStation,None,,,,,,,
default,Measure Ph,cpZone,None,,,,,,,
default,Measure Ph,dat_src,None,,,,,,,
default,Measure Ph,dataExtDesc,None,,,,,,,
default,Measure Ph,dataExtUnit,None,,,,,,,
default,Measure Ph,fold_id,None,,,,,,,
default,Measure Ph,for_name,None,,,,,,,
default,Measure Ph,gnrl_modby,None,,,,,,,
default,Measure Ph,gnrl_modif,None,,,,,,,
default,Measure Ph,iSchemeStatus,None,,,,,,,
default,Measure Ph,iphase,None,,,,,,,
default,Measure Ph,loc_name,None,,,,,,,
default,Measure Ph,outserv,ON,,,,,,,
default,Measure Ph,root_id,ON,,,,,,,
default,Measure Ph,typ_id,None,,,,,,,
default,Measure Seq,AttributeType,None,,,,,,,
default,Measure Seq,Inom,None,,,,,,,
default,Measure Seq,Is,None,,,,,,,
default,Measure Seq,Unom,None,,,,,,,
default,Measure Seq,cDisplayName,None,,,,,,,
default,Measure Seq,cUserDefIndex,None,,,,,,,
default,Measure Seq,charact,None,,,,,,,
default,Measure Seq,chr_name,None,,,,,,,
default,Measure Seq,ciDist,None,,,,,,,
default,Measure Seq,ciDistAll,None,,,,,,,
default,Measure Seq,ciDistAllRoot,None,,,,,,,
default,Measure Seq,ciDistRoot,None,,,,,,,
default,Measure Seq,ciEarthed,None,,,,,,,
default,Measure Seq,ciEnergized,None,,,,,,,
default,Measure Seq,ciLater,None,,,,,,,
default,Measure Seq,ciOutaged,None,,,,,,,
default,Measure Seq,cpArea,None,,,,,,,
default,Measure Seq,cpBranch,None,,,,,,,
default,Measure Seq,cpFeed,None,,,,,,,
default,Measure Seq,cpGrid,None,,,,,,,
default,Measure Seq,cpHeadFold,None,,,,,,,
default,Measure Seq,cpMeteostat,None,,,,,,,
default,Measure Seq,cpOperator,None,,,,,,,
default,Measure Seq,cpOwner,None,,,,,,,
default,Measure Seq,cpSite,None,,,,,,,
default,Measure Seq,cpSubstat,None,,,,,,,
default,Measure Seq,cpSupplySubstation,None,,,,,,,
default,Measure Seq,cpSupplyTransformer,None,,,,,,,
default,Measure Seq,cpSupplyTrfStation,None,,,,,,,
default,Measure Seq,cpZone,None,,,,,,,
default,Measure Seq,dat_src,None,,,,,,,
default,Measure Seq,dataExtDesc,None,,,,,,,
default,Measure Seq,dataExtUnit,None,,,,,,,
default,Measure Seq,fold_id,None,,,,,,,
default,Measure Seq,for_name,None,,,,,,,
default,Measure Seq,gnrl_modby,None,,,,,,,
default,Measure Seq,gnrl_modif,None,,,,,,,
default,Measure Seq,iSchemeStatus,None,,,,,,,
default,Measure Seq,iphase,None,,,,,,,
default,Measure Seq,loc_name,None,,,,,,,
default,Measure Seq,outserv,ON,,,,,,,
default,Measure Seq,root_id,ON,,,,,,,
default,Measure Seq,typ_id,None,,,,,,,
default,51P-1(1),AttributeType,None,,,,,,,
default,51P-1(1),Ipset,Application Configuration/Settings/Current protection/PHLPTOC1: 1/3I>(1)/Setting Group 1/,Start value,,,,,,
default,51P-1(1),Ipsetr,None,,,,,,,
default,51P-1(1),ModFrame,Application Configuration/Settings/Current protection/PHLPTOC1: 1/3I>(1)/,Operation,use_setting,None,,,,
default,51P-1(1),ResetT,None,,,,,,,
default,51P-1(1),Tadder,None,,,,,,,
default,51P-1(1),Tpset,Application Configuration/Settings/Current protection/PHLPTOC1: 1/3I>(1)/Setting Group 1/,Operate delay time,,,,,,
default,51P-1(1),Trelblock,None,,,,,,,
default,51P-1(1),Tshift,None,,,,,,,
default,51P-1(1),cDisplayName,None,,,,,,,
default,51P-1(1),cResetT,None,,,,,,,
default,51P-1(1),cTadder,None,,,,,,,
default,51P-1(1),cUserDefIndex,None,,,,,,,
default,51P-1(1),c_sfansi,None,,,,,,,
default,51P-1(1),c_sfiec,None,,,,,,,
default,51P-1(1),c_type,None,,,,,,,
default,51P-1(1),calcuse,None,,,,,,,
default,51P-1(1),charact,None,,,,,,,
default,51P-1(1),chr_name,None,,,,,,,
default,51P-1(1),ciDist,None,,,,,,,
default,51P-1(1),ciDistAll,None,,,,,,,
default,51P-1(1),ciDistAllRoot,None,,,,,,,
default,51P-1(1),ciDistRoot,None,,,,,,,
default,51P-1(1),ciEarthed,None,,,,,,,
default,51P-1(1),ciEnergized,None,,,,,,,
default,51P-1(1),ciLater,None,,,,,,,
default,51P-1(1),ciOutaged,None,,,,,,,
default,51P-1(1),cminresptime,None,,,,,,,
default,51P-1(1),cpArea,None,,,,,,,
default,51P-1(1),cpBranch,None,,,,,,,
default,51P-1(1),cpFeed,None,,,,,,,
default,51P-1(1),cpGrid,None,,,,,,,
default,51P-1(1),cpHeadFold,None,,,,,,,
default,51P-1(1),cpIpset,None,,,,,,,
default,51P-1(1),cpMeteostat,None,,,,,,,
default,51P-1(1),cpOperator,None,,,,,,,
default,51P-1(1),cpOwner,None,,,,,,,
default,51P-1(1),cpSite,None,,,,,,,
default,51P-1(1),cpSubstat,None,,,,,,,
default,51P-1(1),cpSupplySubstation,None,,,,,,,
default,51P-1(1),cpSupplyTransformer,None,,,,,,,
default,51P-1(1),cpSupplyTrfStation,None,,,,,,,
default,51P-1(1),cpZone,None,,,,,,,
default,51P-1(1),ctratio,None,,,,,,,
default,51P-1(1),dat_src,None,,,,,,,
default,51P-1(1),dataExtDesc,None,,,,,,,
default,51P-1(1),dataExtUnit,None,,,,,,,
default,51P-1(1),fold_id,None,,,,,,,
default,51P-1(1),for_name,None,,,,,,,
default,51P-1(1),gnrl_modby,None,,,,,,,
default,51P-1(1),gnrl_modif,None,,,,,,,
default,51P-1(1),iSchemeStatus,None,,,,,,,
default,51P-1(1),iacceptblock,None,,,,,,,
default,51P-1(1),idir,None,,,,,,,
default,51P-1(1),loc_name,None,,,,,,,
default,51P-1(1),minresptime,None,,,,,,,
default,51P-1(1),outserv,Application Configuration/Settings/Current protection/PHLPTOC1: 1/3I>(1)/,Operation,use_setting,Off,,,,
default,51P-1(1),pcharac,Application Configuration/Settings/Current protection/PHLPTOC1: 1/3I>(1)/Setting Group 1/,Operating curve type,use_setting,None,,,,
default,51P-1(1),resetdis,None,,,,,,,
default,51P-1(1),root_id,None,,,,,,,
default,51P-1(1),typ_id,None,,,,,,,
default,51P-1(1),udeftmax,None,,,,,,,
default,51P-1(1),udeftmin,None,,,,,,,
default,51P-1(2),AttributeType,None,,,,,,,
default,51P-1(2),Ipset,Application Configuration/Settings/Current protection/PHLPTOC1: 1/3I>(1)/Setting Group 2/,Start value,,,,,,
default,51P-1(2),Ipsetr,None,,,,,,,
default,51P-1(2),ModFrame,None,,,,,,,
default,51P-1(2),ResetT,None,,,,,,,
default,51P-1(2),Tadder,None,,,,,,,
default,51P-1(2),Tpset,None,,,,,,,
default,51P-1(2),Trelblock,None,,,,,,,
default,51P-1(2),Tshift,None,,,,,,,
default,51P-1(2),cDisplayName,None,,,,,,,
default,51P-1(2),cResetT,None,,,,,,,
default,51P-1(2),cTadder,None,,,,,,,
default,51P-1(2),cUserDefIndex,None,,,,,,,
default,51P-1(2),c_sfansi,None,,,,,,,
default,51P-1(2),c_sfiec,None,,,,,,,
default,51P-1(2),c_type,None,,,,,,,
default,51P-1(2),calcuse,None,,,,,,,
default,51P-1(2),charact,None,,,,,,,
default,51P-1(2),chr_name,None,,,,,,,
default,51P-1(2),ciDist,None,,,,,,,
default,51P-1(2),ciDistAll,None,,,,,,,
default,51P-1(2),ciDistAllRoot,None,,,,,,,
default,51P-1(2),ciDistRoot,None,,,,,,,
default,51P-1(2),ciEarthed,None,,,,,,,
default,51P-1(2),ciEnergized,None,,,,,,,
default,51P-1(2),ciLater,None,,,,,,,
default,51P-1(2),ciOutaged,None,,,,,,,
default,51P-1(2),cminresptime,None,,,,,,,
default,51P-1(2),cpArea,None,,,,,,,
default,51P-1(2),cpBranch,None,,,,,,,
default,51P-1(2),cpFeed,None,,,,,,,
default,51P-1(2),cpGrid,None,,,,,,,
default,51P-1(2),cpHeadFold,None,,,,,,,
default,51P-1(2),cpIpset,None,,,,,,,
default,51P-1(2),cpMeteostat,None,,,,,,,
default,51P-1(2),cpOperator,None,,,,,,,
default,51P-1(2),cpOwner,None,,,,,,,
default,51P-1(2),cpSite,None,,,,,,,
default,51P-1(2),cpSubstat,None,,,,,,,
default,51P-1(2),cpSupplySubstation,None,,,,,,,
default,51P-1(2),cpSupplyTransformer,None,,,,,,,
default,51P-1(2),cpSupplyTrfStation,None,,,,,,,
default,51P-1(2),cpZone,None,,,,,,,
default,51P-1(2),ctratio,None,,,,,,,
default,51P-1(2),dat_src,None,,,,,,,
default,51P-1(2),dataExtDesc,None,,,,,,,
default,51P-1(2),dataExtUnit,None,,,,,,,
default,51P-1(2),fold_id,None,,,,,,,
default,51P-1(2),for_name,None,,,,,,,
default,51P-1(2),gnrl_modby,None,,,,,,,
default,51P-1(2),gnrl_modif,None,,,,,,,
default,51P-1(2),iSchemeStatus,None,,,,,,,
default,51P-1(2),iacceptblock,None,,,,,,,
default,51P-1(2),idir,None,,,,,,,
default,51P-1(2),loc_name,None,,,,,,,
default,51P-1(2),minresptime,None,,,,,,,
default,51P-1(2),outserv,OFF,,,,,,,
default,51P-1(2),pcharac,None,,,,,,,
default,51P-1(2),resetdis,None,,,,,,,
default,51P-1(2),root_id,None,,,,,,,
default,51P-1(2),typ_id,None,,,,,,,
default,51P-1(2),udeftmax,None,,,,,,,
default,51P-1(2),udeftmin,None,,,,,,,
default,51P-2(1),AttributeType,None,,,,,,,
default,51P-2(1),Ipset,Application Configuration/Settings/Current protection/PHHPTOC1: 1/3I>>(1)/Setting Group 1/,Start value,use_setting,None,,,,
default,51P-2(1),Ipsetr,None,,,,,,,
default,51P-2(1),ModFrame,Application Configuration/Settings/Current protection/PHHPTOC1: 1/3I>>(1)/,Operation,use_setting,None,,,,
default,51P-2(1),ResetT,None,,,,,,,
default,51P-2(1),Tadder,None,,,,,,,
default,51P-2(1),Tpset,Application Configuration/Settings/Current protection/PHHPTOC1: 1/3I>>(1)/Setting Group 1/,Time multiplier,use_setting,None,,,,
default,51P-2(1),Trelblock,None,,,,,,,
default,51P-2(1),Tshift,None,,,,,,,
default,51P-2(1),cDisplayName,None,,,,,,,
default,51P-2(1),cResetT,None,,,,,,,
default,51P-2(1),cTadder,None,,,,,,,
default,51P-2(1),cUserDefIndex,None,,,,,,,
default,51P-2(1),c_sfansi,None,,,,,,,
default,51P-2(1),c_sfiec,None,,,,,,,
default,51P-2(1),c_type,None,,,,,,,
default,51P-2(1),calcuse,None,,,,,,,
default,51P-2(1),charact,None,,,,,,,
default,51P-2(1),chr_name,None,,,,,,,
default,51P-2(1),ciDist,None,,,,,,,
default,51P-2(1),ciDistAll,None,,,,,,,
default,51P-2(1),ciDistAllRoot,None,,,,,,,
default,51P-2(1),ciDistRoot,None,,,,,,,
default,51P-2(1),ciEarthed,None,,,,,,,
default,51P-2(1),ciEnergized,None,,,,,,,
default,51P-2(1),ciLater,None,,,,,,,
default,51P-2(1),ciOutaged,None,,,,,,,
default,51P-2(1),cminresptime,None,,,,,,,
default,51P-2(1),cpArea,None,,,,,,,
default,51P-2(1),cpBranch,None,,,,,,,
default,51P-2(1),cpFeed,None,,,,,,,
default,51P-2(1),cpGrid,None,,,,,,,
default,51P-2(1),cpHeadFold,None,,,,,,,
default,51P-2(1),cpIpset,None,,,,,,,
default,51P-2(1),cpMeteostat,None,,,,,,,
default,51P-2(1),cpOperator,None,,,,,,,
default,51P-2(1),cpOwner,None,,,,,,,
default,51P-2(1),cpSite,None,,,,,,,
default,51P-2(1),cpSubstat,None,,,,,,,
default,51P-2(1),cpSupplySubstation,None,,,,,,,
default,51P-2(1),cpSupplyTransformer,None,,,,,,,
default,51P-2(1),cpSupplyTrfStation,None,,,,,,,
default,51P-2(1),cpZone,None,,,,,,,
default,51P-2(1),ctratio,None,,,,,,,
default,51P-2(1),dat_src,None,,,,,,,
default,51P-2(1),dataExtDesc,None,,,,,,,
default,51P-2(1),dataExtUnit,None,,,,,,,
default,51P-2(1),fold_id,None,,,,,,,
default,51P-2(1),for_name,None,,,,,,,
default,51P-2(1),gnrl_modby,None,,,,,,,
default,51P-2(1),gnrl_modif,None,,,,,,,
default,51P-2(1),iSchemeStatus,None,,,,,,,
default,51P-2(1),iacceptblock,None,,,,,,,
default,51P-2(1),idir,None,,,,,,,
default,51P-2(1),loc_name,None,,,,,,,
default,51P-2(1),minresptime,None,,,,,,,
default,51P-2(1),outserv,Application Configuration/Settings/Current protection/PHHPTOC1: 1/3I>>(1)/,Operation,use_setting,Off,,,,
default,51P-2(1),pcharac,Application Configuration/Settings/Current protection/PHHPTOC1: 1/3I>>(1)/Setting Group 1/,Operating curve type,use_setting,None,,,,
default,51P-2(1),resetdis,None,,,,,,,
default,51P-2(1),root_id,None,,,,,,,
default,51P-2(1),typ_id,None,,,,,,,
default,51P-2(1),udeftmax,None,,,,,,,
default,51P-2(1),udeftmin,None,,,,,,,
default,51P-2(2),AttributeType,None,,,,,,,
default,51P-2(2),Ipset,Application Configuration/Settings/Current protection/PHHPTOC2: 2/3I>>(2)/Setting Group 1/,Start value,use_setting,None,,,,
default,51P-2(2),Ipsetr,None,,,,,,,
default,51P-2(2),ModFrame,Application Configuration/Settings/Current protection/PHHPTOC2: 2/3I>>(2)/,Operation,use_setting,None,,,,
default,51P-2(2),ResetT,None,,,,,,,
default,51P-2(2),Tadder,None,,,,,,,
default,51P-2(2),Tpset,Application Configuration/Settings/Current protection/PHHPTOC2: 2/3I>>(2)/Setting Group 1/,Time multiplier,use_setting,None,,,,
default,51P-2(2),Trelblock,None,,,,,,,
default,51P-2(2),Tshift,None,,,,,,,
default,51P-2(2),cDisplayName,None,,,,,,,
default,51P-2(2),cResetT,None,,,,,,,
default,51P-2(2),cTadder,None,,,,,,,
default,51P-2(2),cUserDefIndex,None,,,,,,,
default,51P-2(2),c_sfansi,None,,,,,,,
default,51P-2(2),c_sfiec,None,,,,,,,
default,51P-2(2),c_type,None,,,,,,,
default,51P-2(2),calcuse,None,,,,,,,
default,51P-2(2),charact,None,,,,,,,
default,51P-2(2),chr_name,None,,,,,,,
default,51P-2(2),ciDist,None,,,,,,,
default,51P-2(2),ciDistAll,None,,,,,,,
default,51P-2(2),ciDistAllRoot,None,,,,,,,
default,51P-2(2),ciDistRoot,None,,,,,,,
default,51P-2(2),ciEarthed,None,,,,,,,
default,51P-2(2),ciEnergized,None,,,,,,,
default,51P-2(2),ciLater,None,,,,,,,
default,51P-2(2),ciOutaged,None,,,,,,,
default,51P-2(2),cminresptime,None,,,,,,,
default,51P-2(2),cpArea,None,,,,,,,
default,51P-2(2),cpBranch,None,,,,,,,
default,51P-2(2),cpFeed,None,,,,,,,
default,51P-2(2),cpGrid,None,,,,,,,
default,51P-2(2),cpHeadFold,None,,,,,,,
default,51P-2(2),cpIpset,None,,,,,,,
default,51P-2(2),cpMeteostat,None,,,,,,,
default,51P-2(2),cpOperator,None,,,,,,,
default,51P-2(2),cpOwner,None,,,,,,,
default,51P-2(2),cpSite,None,,,,,,,
default,51P-2(2),cpSubstat,None,,,,,,,
default,51P-2(2),cpSupplySubstation,None,,,,,,,
default,51P-2(2),cpSupplyTransformer,None,,,,,,,
default,51P-2(2),cpSupplyTrfStation,None,,,,,,,
default,51P-2(2),cpZone,None,,,,,,,
default,51P-2(2),ctratio,None,,,,,,,
default,51P-2(2),dat_src,None,,,,,,,
default,51P-2(2),dataExtDesc,None,,,,,,,
default,51P-2(2),dataExtUnit,None,,,,,,,
default,51P-2(2),fold_id,None,,,,,,,
default,51P-2(2),for_name,None,,,,,,,
default,51P-2(2),gnrl_modby,None,,,,,,,
default,51P-2(2),gnrl_modif,None,,,,,,,
default,51P-2(2),iSchemeStatus,None,,,,,,,
default,51P-2(2),iacceptblock,None,,,,,,,
default,51P-2(2),idir,None,,,,,,,
default,51P-2(2),loc_name,None,,,,,,,
default,51P-2(2),minresptime,None,,,,,,,
default,51P-2(2),outserv,Application Configuration/Settings/Current protection/PHHPTOC2: 2/3I>>(2)/,Operation,use_setting,Off,,,,
default,51P-2(2),pcharac,Application Configuration/Settings/Current protection/PHHPTOC2: 2/3I>>(2)/Setting Group 1/,Operating curve type,use_setting,None,,,,
default,51P-2(2),resetdis,None,,,,,,,
default,51P-2(2),root_id,None,,,,,,,
default,51P-2(2),typ_id,None,,,,,,,
default,51P-2(2),udeftmax,None,,,,,,,
default,51P-2(2),udeftmin,None,,,,,,,
default,50P/51P(1),AttributeType,None,,,,,,,
default,50P/51P(1),Ipset,Application Configuration/Settings/Current protection/PHIPTOC1: 1/3I>>>(1)/Setting Group 1/,Start value,use_setting,None,,,,
default,50P/51P(1),Ipsetr,None,,,,,,,
default,50P/51P(1),Trelblock,None,,,,,,,
default,50P/51P(1),Tset,Application Configuration/Settings/Current protection/PHIPTOC1: 1/3I>>>(1)/Setting Group 1/,Operate delay time,use_setting,None,,,,
default,50P/51P(1),cDisplayName,None,,,,,,,
default,50P/51P(1),cTset,None,,,,,,,
default,50P/51P(1),cUserDefIndex,None,,,,,,,
default,50P/51P(1),c_sfansi,None,,,,,,,
default,50P/51P(1),c_sfiec,None,,,,,,,
default,50P/51P(1),c_type,None,,,,,,,
default,50P/51P(1),calcuse,None,,,,,,,
default,50P/51P(1),charact,None,,,,,,,
default,50P/51P(1),chr_name,None,,,,,,,
default,50P/51P(1),ciDist,None,,,,,,,
default,50P/51P(1),ciDistAll,None,,,,,,,
default,50P/51P(1),ciDistAllRoot,None,,,,,,,
default,50P/51P(1),ciDistRoot,None,,,,,,,
default,50P/51P(1),ciEarthed,None,,,,,,,
default,50P/51P(1),ciEnergized,None,,,,,,,
default,50P/51P(1),ciLater,None,,,,,,,
default,50P/51P(1),ciOutaged,None,,,,,,,
default,50P/51P(1),cpArea,None,,,,,,,
default,50P/51P(1),cpBranch,None,,,,,,,
default,50P/51P(1),cpFeed,None,,,,,,,
default,50P/51P(1),cpGrid,None,,,,,,,
default,50P/51P(1),cpHeadFold,None,,,,,,,
default,50P/51P(1),cpIpset,None,,,,,,,
default,50P/51P(1),cpMeteostat,None,,,,,,,
default,50P/51P(1),cpOperator,None,,,,,,,
default,50P/51P(1),cpOwner,None,,,,,,,
default,50P/51P(1),cpSite,None,,,,,,,
default,50P/51P(1),cpSubstat,None,,,,,,,
default,50P/51P(1),cpSupplySubstation,None,,,,,,,
default,50P/51P(1),cpSupplyTransformer,None,,,,,,,
default,50P/51P(1),cpSupplyTrfStation,None,,,,,,,
default,50P/51P(1),cpZone,None,,,,,,,
default,50P/51P(1),cptotime,None,,,,,,,
default,50P/51P(1),ctratio,None,,,,,,,
default,50P/51P(1),dat_src,None,,,,,,,
default,50P/51P(1),dataExtDesc,None,,,,,,,
default,50P/51P(1),dataExtUnit,None,,,,,,,
default,50P/51P(1),fold_id,None,,,,,,,
default,50P/51P(1),for_name,None,,,,,,,
default,50P/51P(1),gnrl_modby,None,,,,,,,
default,50P/51P(1),gnrl_modif,None,,,,,,,
default,50P/51P(1),iSchemeStatus,None,,,,,,,
default,50P/51P(1),iacceptblock,None,,,,,,,
default,50P/51P(1),idir,None,,,,,,,
default,50P/51P(1),loc_name,None,,,,,,,
default,50P/51P(1),outserv,Application Configuration/Settings/Current protection/PHIPTOC1: 1/3I>>>(1)/,Operation,use_setting,Off,,,,
default,50P/51P(1),root_id,None,,,,,,,
default,50P/51P(1),typ_id,None,,,,,,,
default,50P/51P(2),AttributeType,None,,,,,,,
default,50P/51P(2),Ipset,None,,,,,,,
default,50P/51P(2),Ipsetr,None,,,,,,,
default,50P/51P(2),Trelblock,None,,,,,,,
default,50P/51P(2),Tset,None,,,,,,,
default,50P/51P(2),cDisplayName,None,,,,,,,
default,50P/51P(2),cTset,None,,,,,,,
default,50P/51P(2),cUserDefIndex,None,,,,,,,
default,50P/51P(2),c_sfansi,None,,,,,,,
default,50P/51P(2),c_sfiec,None,,,,,,,
default,50P/51P(2),c_type,None,,,,,,,
default,50P/51P(2),calcuse,None,,,,,,,
default,50P/51P(2),charact,None,,,,,,,
default,50P/51P(2),chr_name,None,,,,,,,
default,50P/51P(2),ciDist,None,,,,,,,
default,50P/51P(2),ciDistAll,None,,,,,,,
default,50P/51P(2),ciDistAllRoot,None,,,,,,,
default,50P/51P(2),ciDistRoot,None,,,,,,,
default,50P/51P(2),ciEarthed,None,,,,,,,
default,50P/51P(2),ciEnergized,None,,,,,,,
default,50P/51P(2),ciLater,None,,,,,,,
default,50P/51P(2),ciOutaged,None,,,,,,,
default,50P/51P(2),cpArea,None,,,,,,,
default,50P/51P(2),cpBranch,None,,,,,,,
default,50P/51P(2),cpFeed,None,,,,,,,
default,50P/51P(2),cpGrid,None,,,,,,,
default,50P/51P(2),cpHeadFold,None,,,,,,,
default,50P/51P(2),cpIpset,None,,,,,,,
default,50P/51P(2),cpMeteostat,None,,,,,,,
default,50P/51P(2),cpOperator,None,,,,,,,
default,50P/51P(2),cpOwner,None,,,,,,,
default,50P/51P(2),cpSite,None,,,,,,,
default,50P/51P(2),cpSubstat,None,,,,,,,
default,50P/51P(2),cpSupplySubstation,None,,,,,,,
default,50P/51P(2),cpSupplyTransformer,None,,,,,,,
default,50P/51P(2),cpSupplyTrfStation,None,,,,,,,
default,50P/51P(2),cpZone,None,,,,,,,
default,50P/51P(2),cptotime,None,,,,,,,
default,50P/51P(2),ctratio,None,,,,,,,
default,50P/51P(2),dat_src,None,,,,,,,
default,50P/51P(2),dataExtDesc,None,,,,,,,
default,50P/51P(2),dataExtUnit,None,,,,,,,
default,50P/51P(2),fold_id,None,,,,,,,
default,50P/51P(2),for_name,None,,,,,,,
