FOLDER,ELEMENT,ATTRIBUTE,,,,
default,Ioc 1Ph,cpSubstat,None,,,
default,Ioc 1Ph,cpSupplySubstation,None,,,
default,Ioc 1Ph,cpSupplyTransformer,None,,,
default,Ioc 1Ph,cpSupplyTrfStation,None,,,
default,Ioc 1Ph,cpZone,None,,,
default,Ioc 1Ph,cptotime,None,,,
default,Ioc 1Ph,dat_src,None,,,
default,Ioc 1Ph,dataExtDesc,None,,,
default,Ioc 1Ph,dataExtUnit,None,,,
default,Ioc 1Ph,fold_id,None,,,
default,Ioc 1Ph,for_name,None,,,
default,Ioc 1Ph,gnrl_modby,None,,,
default,Ioc 1Ph,gnrl_modif,None,,,
default,Ioc 1Ph,iSchemeStatus,None,,,
default,Ioc 1Ph,iacceptblock,None,,,
default,Ioc 1Ph,idir,None,,,
default,Ioc 1Ph,loc_name,None,,,
default,Ioc 1Ph,outserv,Parameters/,Inst_Ph,use_setting,None
default,Ioc 1Ph,root_id,None,,,
default,Ioc 1Ph,typ_id,None,,,
default,Logic Inst,AttributeType,None,,,
default,Logic Inst,cDisplayName,None,,,
default,Logic Inst,cUserDefIndex,None,,,
default,Logic Inst,charact,None,,,
default,Logic Inst,chr_name,None,,,
default,Logic Inst,ciDist,None,,,
default,Logic Inst,ciDistAll,None,,,
default,Logic Inst,ciDistAllRoot,None,,,
default,Logic Inst,ciDistRoot,None,,,
default,Logic Inst,ciEarthed,None,,,
default,Logic Inst,ciEnergized,None,,,
default,Logic Inst,ciLater,None,,,
default,Logic Inst,ciOutaged,None,,,
default,Logic Inst,cpArea,None,,,
default,Logic Inst,cpBranch,None,,,
default,Logic Inst,cpFeed,None,,,
default,Logic Inst,cpGrid,None,,,
default,Logic Inst,cpHeadFold,None,,,
default,Logic Inst,cpMeteostat,None,,,
default,Logic Inst,cpOperator,None,,,
default,Logic Inst,cpOwner,None,,,
default,Logic Inst,cpSite,None,,,
default,Logic Inst,cpSubstat,None,,,
default,Logic Inst,cpSupplySubstation,None,,,
default,Logic Inst,cpSupplyTransformer,None,,,
default,Logic Inst,cpSupplyTrfStation,None,,,
default,Logic Inst,cpZone,None,,,
default,Logic Inst,dat_src,None,,,
default,Logic Inst,dataExtDesc,None,,,
default,Logic Inst,dataExtUnit,None,,,
default,Logic Inst,fold_id,None,,,
default,Logic Inst,for_name,None,,,
default,Logic Inst,gnrl_modby,None,,,
default,Logic Inst,gnrl_modif,None,,,
default,Logic Inst,iSchemeStatus,None,,,
default,Logic Inst,iout,None,,,
default,Logic Inst,loc_name,None,,,
default,Logic Inst,outserv,ON,,,
default,Logic Inst,pSwitch,None,,,
default,Logic Inst,root_id,None,,,
default,Logic Inst,typ_id,None,,,
default,Logic Tdel,AttributeType,None,,,
default,Logic Tdel,cDisplayName,None,,,
default,Logic Tdel,cUserDefIndex,None,,,
default,Logic Tdel,charact,None,,,
default,Logic Tdel,chr_name,None,,,
default,Logic Tdel,ciDist,None,,,
default,Logic Tdel,ciDistAll,None,,,
default,Logic Tdel,ciDistAllRoot,None,,,
default,Logic Tdel,ciDistRoot,None,,,
default,Logic Tdel,ciEarthed,None,,,
default,Logic Tdel,ciEnergized,None,,,
default,Logic Tdel,ciLater,None,,,
default,Logic Tdel,ciOutaged,None,,,
default,Logic Tdel,cpArea,None,,,
default,Logic Tdel,cpBranch,None,,,
default,Logic Tdel,cpFeed,None,,,
default,Logic Tdel,cpGrid,None,,,
default,Logic Tdel,cpHeadFold,None,,,
default,Logic Tdel,cpMeteostat,None,,,
default,Logic Tdel,cpOperator,None,,,
default,Logic Tdel,cpOwner,None,,,
default,Logic Tdel,cpSite,None,,,
default,Logic Tdel,cpSubstat,None,,,
default,Logic Tdel,cpSupplySubstation,None,,,
default,Logic Tdel,cpSupplyTransformer,None,,,
default,Logic Tdel,cpSupplyTrfStation,None,,,
default,Logic Tdel,cpZone,None,,,
default,Logic Tdel,dat_src,None,,,
default,Logic Tdel,dataExtDesc,None,,,
default,Logic Tdel,dataExtUnit,None,,,
default,Logic Tdel,fold_id,None,,,
default,Logic Tdel,for_name,None,,,
default,Logic Tdel,gnrl_modby,None,,,
default,Logic Tdel,gnrl_modif,None,,,
default,Logic Tdel,iSchemeStatus,None,,,
default,Logic Tdel,iout,None,,,
default,Logic Tdel,loc_name,None,,,
default,Logic Tdel,outserv,ON,,,
default,Logic Tdel,pSwitch,None,,,
default,Logic Tdel,root_id,None,,,
default,Logic Tdel,typ_id,None,,,
default,Measure,AttributeType,None,,,
default,Measure,Inom,None,,,
default,Measure,Is,None,,,
default,Measure,Unom,None,,,
default,Measure,cDisplayName,None,,,
default,Measure,cUserDefIndex,None,,,
default,Measure,charact,None,,,
default,Measure,chr_name,None,,,
default,Measure,ciDist,None,,,
default,Measure,ciDistAll,None,,,
default,Measure,ciDistAllRoot,None,,,
default,Measure,ciDistRoot,None,,,
default,Measure,ciEarthed,None,,,
default,Measure,ciEnergized,None,,,
default,Measure,ciLater,None,,,
default,Measure,ciOutaged,None,,,
default,Measure,cpArea,None,,,
default,Measure,cpBranch,None,,,
default,Measure,cpFeed,None,,,
default,Measure,cpGrid,None,,,
default,Measure,cpHeadFold,None,,,
default,Measure,cpMeteostat,None,,,
default,Measure,cpOperator,None,,,
default,Measure,cpOwner,None,,,
default,Measure,cpSite,None,,,
default,Measure,cpSubstat,None,,,
default,Measure,cpSupplySubstation,None,,,
default,Measure,cpSupplyTransformer,None,,,
default,Measure,cpSupplyTrfStation,None,,,
default,Measure,cpZone,None,,,
default,Measure,dat_src,None,,,
default,Measure,dataExtDesc,None,,,
default,Measure,dataExtUnit,None,,,
default,Measure,fold_id,None,,,
default,Measure,for_name,None,,,
default,Measure,gnrl_modby,None,,,
default,Measure,gnrl_modif,None,,,
default,Measure,iSchemeStatus,None,,,
default,Measure,iphase,None,,,
default,Measure,loc_name,None,,,
default,Measure,outserv,ON,,,
default,Measure,root_id,None,,,
default,Measure,typ_id,None,,,
default,Toc 1Ph,AttributeType,None,,,
default,Toc 1Ph,Ipset,Parameters/,Pickup_Ph,use_setting,None
default,Toc 1Ph,Ipsetr,None,,,
default,Toc 1Ph,ModFrame,None,,,
default,Toc 1Ph,ResetT,None,,,
default,Toc 1Ph,Tadder,None,,,
default,Toc 1Ph,Tpset,Parameters/,TMS_Ph,use_setting,None
default,Toc 1Ph,Trelblock,None,,,
default,Toc 1Ph,Tshift,None,,,
default,Toc 1Ph,cDisplayName,None,,,
default,Toc 1Ph,cResetT,None,,,
default,Toc 1Ph,cTadder,None,,,
default,Toc 1Ph,cUserDefIndex,None,,,
default,Toc 1Ph,c_sfansi,None,,,
default,Toc 1Ph,c_sfiec,None,,,
default,Toc 1Ph,c_type,None,,,
default,Toc 1Ph,calcuse,None,,,
default,Toc 1Ph,charact,None,,,
default,Toc 1Ph,chr_name,None,,,
default,Toc 1Ph,ciDist,None,,,
default,Toc 1Ph,ciDistAll,None,,,
default,Toc 1Ph,ciDistAllRoot,None,,,
default,Toc 1Ph,ciDistRoot,None,,,
default,Toc 1Ph,ciEarthed,None,,,
default,Toc 1Ph,ciEnergized,None,,,
default,Toc 1Ph,ciLater,None,,,
default,Toc 1Ph,ciOutaged,None,,,
default,Toc 1Ph,cminresptime,None,,,
default,Toc 1Ph,cpArea,None,,,
default,Toc 1Ph,cpBranch,None,,,
default,Toc 1Ph,cpFeed,None,,,
default,Toc 1Ph,cpGrid,None,,,
default,Toc 1Ph,cpHeadFold,None,,,
default,Toc 1Ph,cpMeteostat,None,,,
default,Toc 1Ph,cpOperator,None,,,
default,Toc 1Ph,cpOwner,None,,,
default,Toc 1Ph,cpSite,None,,,
default,Toc 1Ph,cpSubstat,None,,,
default,Toc 1Ph,cpSupplySubstation,None,,,
default,Toc 1Ph,cpSupplyTransformer,None,,,
default,Toc 1Ph,cpSupplyTrfStation,None,,,
default,Toc 1Ph,cpZone,None,,,
default,Toc 1Ph,dat_src,None,,,
default,Toc 1Ph,dataExtDesc,None,,,
default,Toc 1Ph,dataExtUnit,None,,,
default,Toc 1Ph,fold_id,None,,,
default,Toc 1Ph,for_name,None,,,
default,Toc 1Ph,gnrl_modby,None,,,
default,Toc 1Ph,gnrl_modif,None,,,
default,Toc 1Ph,iSchemeStatus,None,,,
default,Toc 1Ph,iacceptblock,None,,,
default,Toc 1Ph,idir,None,,,
default,Toc 1Ph,loc_name,None,,,
default,Toc 1Ph,minresptime,None,,,
default,Toc 1Ph,outserv,None,,,
default,Toc 1Ph,pcharac,None,,,
default,Toc 1Ph,resetdis,None,,,
default,Toc 1Ph,root_id,None,,,
default,Toc 1Ph,typ_id,None,,,
default,Toc 1Ph,udeftmax,None,,,
default,Toc 1Ph,udeftmin,None,,,
